Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
02/09/2016,"7 MONALEE HEIGHTS, KNOCKNACARRA, GALWAY",,Galway,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2017,"16A THE AVENUE, PEMBROKE WOOD, PASSAGE WEST",,Cork,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2015,"2 SEAVIEW AVE, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2014,"RIVERSIDE FARM, INICHAROE, KEALKILL",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2013,"50 Oyster Bay, Rosses Point",,Sligo,"€140,969.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/06/2016,"4 SUN VIEW VILLAS, SOUTH DOUGLAS RD, CORK",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2019,"52 Fenton Green, Church Street, Kilcock",,Kildare,"€268,722.47",No,Yes,New Dwelling house /Apartment,
09/07/2012,"1 Ballinteer Drive, Ballinteer",,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2019,"113 TRITONVILLE ROAD, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€1,350,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2014,"Coragh Lodge, Isaacstown",,Meath,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2020,"10 ROWAN COURT, KENNEDY PARK, LIMERICK",,Limerick,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2017,"KILGLASS, ANGLESBORO, KILMALLOCK",,Limerick,"€379,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2019,"6 SWIFTBROOK AVE, TALLAGHT, DUBLIN",Dublin 24,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2014,"142 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€441,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2018,"14 BOYD AVENUE, HONEYPARK, DUN LAOGHAIRE",,Dublin,"€669,604.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
29/06/2016,"64 NORTHUMBERLAND RD, DUBLIN 4, DUBLIN",Dublin 4,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2017,"BOHERGAR, BOHER, COUNTY LIMERICK",,Limerick,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2019,"7 Cnoc An Cairn, Dingle",,Kerry,"€149,779.00",No,Yes,New Dwelling house /Apartment,
26/08/2019,"17 DUN EIMEAR, EASTHAM ROAD, BETTYSTOWN",,Meath,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2021,"CLOONMULL, DRUMCLIFFE, SLIGO",,Sligo,"€369,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2013,"86 Ballinteer Crescent, Ballinteer",Dublin 16,Dublin,"€257,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2021,"14 WHITETHORN CRESCENT, WHITETHORN VILLAGE, NASS",,Kildare,"€299,663.36",No,Yes,New Dwelling house /Apartment,
16/09/2011,"128 Carrigwood, Firhouse",,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2015,"5 WEST GREEN, DUNMANWAY, CORK",,Cork,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2015,"78 KILDARE ROAD, CRUMLIN, DUBLIN 12",,Kildare,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2017,"4 WEST MEADOWS, SYNONE, BOHERLAHAN",,Tipperary,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2014,"36A HOWTH RD, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2014,"7 THE CEDARS, BALLYBOFEY, DONEGAL",,Donegal,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2016,"48 CHURCH RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"36 ARBUTUS GROVE, KILLARNEY, KERRY",,Kerry,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2016,"BELLE VILLE, KILLARY, LOBINSTOWN",,Meath,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2017,"7A MEATH SQ, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2012,"Apartment 9B, Coady's Quay, Dungarvan",,Waterford,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"32 ARDGILLEN LAWNS, ARDGILLEN HEIGHTS, BALROTHERY NORTH",,Dublin,"€398,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2017,"56 BROWNESHILL WOOD, BROWNESHILL RD, CARLOW",,Carlow,"€198,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2015,"CAHERLODGE, CAHER, BANTRY",,Cork,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2021,"16 OLD SCHOOL CRESCENT, MONEENROE, CLOGH",,Kilkenny,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2020,"71 HAZELWOOD, SANTRY, CO DUBLIN",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2012,"Ballincurry, Doochary",,Donegal,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"MAIN STREET, CHARLEVILLE, CO CORK",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2017,"34 THE BEECHES, NAVENNY, BALLYBOFEY",,Donegal,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"6 LIOS NA COILLE, BALLYKILMURRAY, TULLAMORE",,Offaly,"€40,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2020,"69 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€506,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2016,"16 RIVER RD, RHEBOGUE, LIMERICK",,Limerick,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2015,"19 The Pines a.k.a. 57 The Miles, The Miles, Clonakilty",,Cork,"€226,296.63",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/10/2010,"19 Hazelwood, Taylor's Hill, Galway",,Galway,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2018,"GORTACURRAUN, ANNASCAUL, KERRY",,Kerry,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2014,"APT 12, 7 9 SHANDON ST, CORK CITY",,Cork,"€841,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2018,"3 Diswellstown View, Castleknock",Dublin 15,Dublin,"€409,691.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/06/2013,"Cottage, Dardistown, Cloghran",,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2018,"1 ORWELL PARK, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€1,940,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2013,"10 MacNean Crescent, Glenfarne",,Leitrim,"€22,791.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/12/2020,"apt 2 davis house, 37/38 thomas davis, street",,Cork,"€115,000.00",No,No,New Dwelling house /Apartment,
10/06/2015,"2 NUTLEY RD, RINGMAHON, BLACKROCK",,Cork,"€171,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2021,"89 CASTLEHEATH, SWORDS RD, MALAHIDE",,Dublin,"€388,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2019,"1 SHERRY COVE, COURTMACSHERRY, CORK",,Cork,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"4 Millrace Court, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/10/2016,"45 Diswellstown Way, Castleknock, Dublin 15",Dublin 15,Dublin,"€431,718.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/02/2015,"20 BUN CAISE, RAHOON, GALWAY",,Galway,"€227,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/11/2017,"WALSHESTOWN, MULLINGAR, COUNTY WESTMEATH",,Westmeath,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2017,"2 ASHE WAY, KNOCKSEDAN DEMESNE, BRACKENSTOWN",,Dublin,"€392,070.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/08/2021,"41 AN CHOILL RUA, PAULSTOWN, KILKENNY",,Kilkenny,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"1 HOLLOW VIEW, OAKVIEW VILLAGE, TRALEE",,Kerry,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2014,"15A Glenlawn Drive, Cabinteely, Dublin 18",Dublin 18,Dublin,"€427,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2015,"18 HOPE AVE, EAST WALL RD, DUBLIN 3",Dublin 3,Dublin,"€268,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2017,"2 THE BEECHES, HOLYWELL, KILMACUD RD UPPER DUBLIN 14",Dublin 14,Dublin,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2019,"9 SKEFFINGTON ST, WEXFORD",,Wexford,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2018,"MARIAN, ROSSA AVE, BISHOPSTOWN",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2018,"APT 47A, MOLTON HOUSE, CUSTOM HOUSE SQ",Dublin 1,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2019,"Numbers 1 and 69 Mountjoy  Square, and number 2 Mountjoy Square",Dublin 1,Dublin,"€7,944,496.92",No,No,Second-Hand Dwelling house /Apartment,
12/08/2016,"COOLAGH, BRIARHILL, GALWAY",,Galway,"€372,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2019,"22 ST MOCHTAS GREEN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€324,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2013,"41 WILLOWBROOK, TALLOW",,Waterford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2018,"THE COTTAGES, RATHKEALE RD, ADARE",,Limerick,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2020,"53 CHURCHFIELD PARK, CHURCHFIELDS, ASHBOURNE",,Meath,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2021,"28 HEATHERVALE, GARRYDUFF, CASTLEBAR",,Mayo,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2015,"44 CLONLEA, BALLINTEER RD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2021,"25 DONARD RD DRIMNAGH, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2016,"17 FOXBOROUGH LAWN, LUCAN, DUBLIN",,Dublin,"€230,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"Apartment 10  Leona Block, Honeypark, Dun Laoghaire",,Dublin,"€361,233.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/12/2016,"20 Glebe Hill, Brackenstown Road, Swords",,Dublin,"€370,040.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
31/03/2021,"17 BOYD HOUSE, THE COAST, BALDOYLE",Dublin 13,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2017,"2 BARNA HOUSE, BARNA, GALWAY",,Galway,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2013,"240 The Cherries, Wedgewood Road, Sandyford Dublin 18",,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2019,"OCHILMORE, LANRENCETOWN, BALLINASLOE",,Galway,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2013,"16 Village Square, Glaslough, Monaghan",,Monaghan,"€123,350.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/12/2019,"3 ANNSFIELD WOODS, BAYLOUGH, ATHLONE",,Westmeath,"€175,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2020,"BALLAGH, BUSHYPARK, GALWAY",,Galway,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2018,"33 BLOOMFIELD, NEWTOWN, ANNACOTTY",,Limerick,"€407,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2019,"26 BALLSBRIDGE WOOD, SHELBOURNE ROAD, BALLSBRIDGE",,Dublin,"€825,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2018,"6 THE COACHYARD, CLOUGHJORDAN, ROSCREA",,Tipperary,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2018,"KILLYMARLEY, MONAGHAN",,Monaghan,"€245,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2014,"38 GROVE ISLAND, LIMERICK",,Limerick,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2019,"7 ST LOMANS ST, TRIM, MEATH",,Meath,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2017,"61 The Borough, Moneygourney, Douglas",,Cork,"€159,391.14",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/03/2010,"2  Ard na Greine, Barraduff  Killarney, Co. Kerry",,Kerry,"€232,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/11/2017,"35 MEADOW LAWN, RAHEEN, LIMERICK",,Limerick,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2018,"36 AVOCA HALL, BLACKROCK, DUBLIN",,Dublin,"€230,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/07/2017,"8 HEADFORD GROVE, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€430,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/06/2018,"21 Inis Alainn, Curraclough, Bandon",,Cork,"€171,806.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/01/2020,"53 MILFORD, YELLOW WALLS RD, DUBLIN",,Dublin,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2016,"40 Lismore, Earlsfort, Seafield Road",,Louth,"€171,145.37",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/03/2010,"4 Arranmore View, Burtonport",,Donegal,"€180,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
25/06/2021,"APT 6 CARDBURY HOUSE, ARD RI, DUBLIN RD ATHLONE",,Westmeath,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2016,"RUGHADANGAN, STOKESTOWN, CO ROSCOMMON",,Roscommon,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"31 Loreto Wood, Cavan",,Cavan,"€52,863.43",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/07/2012,"2 The View, Lios Ard, Ballyhooly",,Cork,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2019,"37 ASHTON WOOD, HERBERT RD, BRAY",,Wicklow,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2016,"127 THE MEADOWS, BELGOOLY, CORK",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2018,"6 Elder Heath Drive, Elder Heath, Kiltipper Road",Dublin 24,Dublin,"€246,696.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/06/2017,"7 BURROW HEATH, STATION ROAD, SUTTON",Dublin 13,Dublin,"€880,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2010,"23 Morell Green, Naas",,Kildare,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2014,"DOOAGH, GLENBEIGH, CO KERRY",,Kerry,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2020,"28 The Avenue, St Marnock's Bay, Station Road",,Dublin,"€511,012.81",No,Yes,New Dwelling house /Apartment,
24/10/2018,"152 COILLE BHEITHE, ST CONLANS RD, NENAGH",,Tipperary,"€154,250.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2020,"15 GOLDEN RIDGE AVE, SKERRIES RD, RUSH",,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2016,"MAIN STREET, MALIN, CO DONEGAL",,Donegal,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2015,"20 ACORN DOWNS, NEWBRIDGE, KILDARE",,Kildare,"€207,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/05/2017,"17 INVER GEAL, CARRICK ON SHANNON, ROSCOMMON",,Roscommon,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2019,"71 GLASLYN, HOWTH RD, CLONTARF DUBLIN 3",Dublin 5,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2013,"EAGLE HOUSE, DONERAILE",,Cork,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2017,"14 UILLINN, MOYCULLEN, GALWAY",,Galway,"€224,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2015,"APT 77 THE VILLAGE, CLARION RD, BALLYTIVNAN",,Sligo,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2017,"190 THE CRESCENT BUILDING, PARKWEST POINTE, CLONDALKIN DUBLIN 22",Dublin 12,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2018,"BEAUFORT, SUMMERDALE LAWN, YOUGHAL",,Cork,"€474,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"41 MERCHANTS RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"€222,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2015,"2 River Lane, Knockateemore, Dungarvan",,Waterford,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2016,"5 OLD SCHOOL HOUSE, PATRICKSWELL, CO LIMERICK",,Limerick,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2019,"12B MOORE BAY, KILKEE, CLARE",,Clare,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2015,"16 CHURCH VIEW, BASTION COURT, CONNAUGHT ST",,Westmeath,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"Site 14 An Riasc, Farnham Drive, Finglas",Dublin 11,Dublin,"€295,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/03/2017,"GRAFFIN, ANNACARTY, TIPPERARY",,Tipperary,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2019,"5 MAYESTON LAWN, ST MARGARETS RD, FINGLAS",Dublin 11,Dublin,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2019,"118 Barley Field, Wicklow Hills, Newtownmountkennedy",,Wicklow,"€229,074.00",No,Yes,New Dwelling house /Apartment,
09/01/2013,"3 Summerhill Place, Dublin 1",,Dublin,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2014,"19 CASIMIR AVENUE, HAROLDS CROSS, DUBLIN 6W",,Dublin,"€567,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2012,"Apartment 63, Tailteann Court, Mullingar",,Westmeath,"€73,127.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
18/07/2011,"Farranthomas, Newcestown, Bandon",,Cork,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2014,"26 POLEBERRY, WATERFORD, WATERFORD",,Waterford,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2015,"9 BRIAN RD, MARINO, DUBLIN 3",Dublin 3,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"63 FERNWOOD, GLYNTOWN, GLANMIRE",,Cork,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2021,"56 MELVILLE WAY, CITYSIDE, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2017,"12 SEAVIEW DRIVE, CNOC NA MARA, GOLF LINKS ROAD",,Louth,"€334,801.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/05/2018,"RINSHINNA, CASTLEBAR, CO MAYO",,Mayo,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2019,"134 PRIORY SQ, ST RAPHAELS MANOR, CELBRIDGE",,Kildare,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"158 AN FIODAN, DOUGHISKA, GALWAY",,Galway,"€119,079.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2020,"Apartment 12 Grove House, The Grove, Goatstown Road",Dublin 14,Dublin,"€484,581.50",No,Yes,New Dwelling house /Apartment,
07/01/2016,"32 WILLIAMSTOWN GLEN, WATERFORD, WATERFORD",,Waterford,"€151,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2017,"SPA, TRALEE, CO KERRY",,Kerry,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2014,"383 CLOGHER RD, CRUMLIN DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2016,"29 WOODLAWN GROVE, CORK RD, CO WATERFORD",,Waterford,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2019,"GORTACUR, MOUNTBOLUS, OFFALY",,Offaly,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2021,"3 BRIGHTON AVE, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€692,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2015,"45 CARTON SQ, MAYNOOTH, KILDARE",,Kildare,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2015,"6 THE BRAMBLES, TOWNPARKS, SKERRIES",,Dublin,"€412,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2011,"Ballygeale, Patrickswell",,Limerick,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2013,"5 Dunmore Park, Dunmore, Castlecomer Road",,Kilkenny,"€364,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2019,"3 Endenbrook Green, Edenbrook, Citywest",,Dublin,"€348,018.00",No,Yes,New Dwelling house /Apartment,
05/08/2011,"57 Newtown Park, Annacotty, Limerick",,Limerick,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2018,"9 BRAMBLE COURT, CIRCULAR RD, ENNISTYMON",,Clare,"€121,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/12/2019,"3B MIDDLE ST, GALWAY CITY, GALWAY",,Galway,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"73 KILWORTH RD, DRIMNAGH, DUBLIN",Dublin 12,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2011,"90 Oranmore Road, Ballyfermot",Dublin 10,Dublin,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2018,"2 Fern Bank, Castleheights, Kilmoney",,Cork,"€360,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
08/05/2020,"ST. ANNES, LIFFORD, ENNIS",,Clare,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2017,"13 ST JAMESS TERRACE, DOLPHINS BARN, DUBLIN 8",Dublin 8,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2014,"RIVERSTOWN, KILLUCAN, WESTMEATH",,Westmeath,"€109,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2016,"50 AIRPARK AVE, STOCKING LANE, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"WOODBROOK, TARBERT ROAD, LISTOWEL",,Kerry,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
